"ID";"Regions";"Periods";"NumberOfOrganisations_1";"TheatreHalls_2";"StadiumsAndMultiPurposeHalls_3";"InTheatreHalls_4";"InStadiumsAndMultiPurposeHalls_5";"TotalPerformances_6";"TheatrePerformances_7";"MusicalPerformances_8";"DancePerformances_9";"MusicTheatrePerformances_10";"CabaretPerformances_11";"OtherPerformances_12";"TotalAttendance_13";"TheatrePerformances_14";"MusicalPerformances_15";"DancePerformances_16";"MusicTheatrePerformances_17";"CabaretPerformances_18";"AttendanceOtherPerformances_19"
"338";"PV28   ";"2012JJ00";"      63";"      93";"      15";"   58639";"    8000";"   10561";"    3219";"    2708";"     465";"    1498";"    1620";"    1049";"    3946";"     563";"    1363";"     125";"    1177";"     409";"     309"
"339";"PV28   ";"2013JJ00";"      59";"      93";"      15";"   51074";"   14500";"    9086";"    2732";"    2418";"     501";"    1113";"    1646";"     675";"    3620";"     742";"    1203";"     162";"     814";"     415";"     284"
"340";"PV28   ";"2014JJ00";"      61";"      98";"      15";"   56750";"   26500";"   10403";"    2444";"    2695";"     507";"    1514";"    1556";"    1687";"    3526";"     392";"    1256";"     151";"    1073";"     369";"     286"
"341";"PV28   ";"2015JJ00";"      61";"     101";"      14";"   51883";"   15800";"   10065";"    2514";"    3100";"     527";"    1321";"    1569";"    1034";"    3507";"     366";"    1203";"     137";"    1063";"     399";"     339"
"342";"PV28   ";"2016JJ00";"      63";"     105";"      12";"   57536";"   26320";"   10871";"    2272";"    3561";"     639";"    1505";"    1614";"    1281";"    3855";"     345";"    1188";"     181";"    1279";"     442";"     420"
"343";"PV28   ";"2017JJ00";"      63";"     107";"      12";"   58197";"   26350";"   10677";"    2185";"    3265";"     699";"    1656";"    1643";"    1228";"    3919";"     324";"     949";"     201";"    1398";"     519";"     528"
"344";"PV28   ";"2018JJ00";"      63";"     112";"      11";"   58418";"   26500";"   10678";"    2255";"    3356";"     571";"    1695";"    1777";"    1025";"    3768";"     353";"    1189";"     154";"    1259";"     488";"     325"
"345";"PV28   ";"2019JJ00";"      67";"     117";"      12";"   59563";"   26500";"   11182";"    2346";"    3445";"     596";"    1927";"    1918";"     950";"    4368";"     332";"    1490";"     144";"    1424";"     590";"     388"
"346";"PV28   ";"2020JJ00";"      64";"     110";"      13";"   58630";"   27400";"    5126";"    1089";"    1484";"     316";"     615";"    1052";"     571";"    1102";"     116";"     495";"      63";"     196";"     191";"      41"
"347";"PV28   ";"2021JJ00";"      67";"     111";"      13";"   62064";"   27400";"    5486";"    1085";"    1216";"     494";"     617";"     849";"    1226";"     853";"      82";"     261";"      42";"     247";"     105";"     116"
"348";"PV28   ";"2022JJ00";"      68";"     113";"      14";"   58448";"   28066";"   12002";"    2476";"    3271";"     897";"    1844";"    2104";"    1410";"    3427";"     240";"    1280";"     135";"     899";"     478";"     395"
"349";"PV28   ";"2023JJ00";"      67";"     111";"      14";"   55756";"       .";"   14379";"    3095";"    3680";"     764";"    1988";"    2347";"    2505";"    4258";"     343";"    1779";"     230";"     955";"     536";"     414"
"350";"PV29   ";"1999JJ00";"       9";"       6";"       2";"    1966";"    3500";"     540";"     145";"     166";"      40";"      48";"     101";"      40";"     155";"      21";"      48";"      35";"      18";"      29";"       4"
"351";"PV29   ";"2000JJ00";"       9";"       6";"       2";"    1966";"    3500";"     508";"     131";"     164";"      17";"      49";"      93";"      54";"     122";"      17";"      49";"       4";"      18";"      27";"       7"
"352";"PV29   ";"2001JJ00";"       7";"       7";"       2";"    2326";"    3500";"     595";"     126";"     277";"      16";"      46";"      84";"      47";"     127";"      15";"      56";"       4";"      17";"      28";"       6"
"353";"PV29   ";"2002JJ00";"       7";"       7";"       2";"    2326";"    3500";"     471";"     114";"     156";"      36";"      37";"      73";"      55";"     167";"      14";"      55";"      32";"      15";"      27";"      23"
"354";"PV29   ";"2003JJ00";"       8";"       8";"       .";"    3594";"       .";"     623";"     165";"     247";"      28";"      49";"      95";"      39";"     165";"      22";"      67";"      10";"      23";"      34";"       9"
"355";"PV29   ";"2004JJ00";"       8";"       8";"       .";"    3596";"       .";"     655";"     172";"     273";"      25";"      47";"     100";"      37";"     160";"      22";"      63";"      10";"      20";"      35";"       9"
"356";"PV29   ";"2005JJ00";"       7";"       9";"       0";"    3917";"       0";"     952";"     217";"     400";"      66";"      62";"     149";"      58";"     189";"      36";"      60";"      15";"      21";"      49";"       9"
"357";"PV29   ";"2006JJ00";"       7";"       9";"       0";"    4337";"       0";"     780";"     206";"     252";"      49";"      76";"     148";"      49";"     204";"      34";"      52";"      12";"      31";"      48";"      27"
"358";"PV29   ";"2007JJ00";"       7";"       9";"       0";"    3267";"       0";"    1149";"     235";"     516";"      59";"      85";"     159";"      95";"     191";"      36";"      60";"      10";"      30";"      44";"      11"
"359";"PV29   ";"2008JJ00";"       8";"       9";"       0";"    2802";"       0";"     935";"     194";"     477";"      35";"      36";"     126";"      66";"     130";"      24";"      51";"       6";"      10";"      30";"       8"
"360";"PV29   ";"2009JJ00";"       8";"      10";"       0";"    3739";"       0";"     719";"     226";"     257";"      46";"      50";"     108";"      33";"     248";"      33";"     135";"      11";"      24";"      37";"       8"
"361";"PV29   ";"2010JJ00";"       9";"      11";"       0";"    3961";"       0";"    1034";"     370";"     295";"      40";"      87";"     176";"      66";"     217";"      50";"      55";"       9";"      37";"      52";"      15"
"362";"PV29   ";"2011JJ00";"       9";"      11";"       0";"    3961";"       0";"    1452";"     427";"     524";"      73";"      90";"     196";"     143";"     256";"      54";"      71";"      12";"      33";"      58";"      27"
"363";"PV29   ";"2012JJ00";"       8";"       9";"       0";"    3565";"       0";"     931";"     286";"     258";"      55";"      69";"     157";"     106";"     189";"      37";"      59";"       8";"      27";"      41";"      17"
"364";"PV29   ";"2013JJ00";"       9";"      12";"       1";"    3702";"     200";"     944";"     302";"     268";"      67";"      57";"     180";"      70";"     148";"      37";"      47";"      11";"      13";"      33";"       8"
"365";"PV29   ";"2014JJ00";"       9";"      12";"       1";"    3522";"     200";"     844";"     217";"     254";"      58";"      45";"     158";"     110";"     117";"      22";"      38";"       7";"       6";"      35";"       9"
"366";"PV29   ";"2015JJ00";"       9";"      12";"       1";"    3702";"     200";"     803";"     226";"     251";"      37";"      22";"     162";"     106";"     134";"      26";"      42";"       7";"       4";"      39";"      17"
"367";"PV29   ";"2016JJ00";"       9";"      10";"       1";"    3894";"       .";"     415";"      27";"     168";"       .";"      11";"      44";"     162";"     103";"       8";"      26";"       .";"       .";"      19";"      46"
"368";"PV29   ";"2017JJ00";"      12";"      16";"       1";"    5677";"       .";"     770";"      79";"     398";"      29";"      48";"     142";"      74";"     214";"      16";"      95";"       9";"      18";"      54";"      21"
"369";"PV29   ";"2018JJ00";"      12";"      13";"       4";"    4762";"    1460";"     710";"      55";"     430";"      23";"      26";"      87";"      88";"     141";"      10";"      69";"       6";"       7";"      30";"      18"
"370";"PV29   ";"2019JJ00";"      12";"      14";"       4";"    5206";"     890";"     670";"      69";"     406";"      22";"      51";"      87";"      35";"     147";"      11";"      70";"       5";"      20";"      32";"       9"
"371";"PV29   ";"2020JJ00";"      10";"      11";"       2";"    4878";"     680";"     199";"      23";"     109";"       6";"      12";"      35";"      14";"      28";"       3";"      13";"       1";"       3";"       6";"       3"
"372";"PV29   ";"2021JJ00";"      11";"      12";"       1";"    5247";"       .";"     342";"      61";"     118";"      27";"      32";"      64";"      39";"      47";"       6";"      14";"       3";"       9";"      10";"       4"
"373";"PV29   ";"2022JJ00";"      11";"      13";"       3";"    4306";"     760";"     734";"      85";"     334";"      29";"      74";"     140";"      72";"     126";"      10";"      55";"       3";"      18";"      32";"       8"
"374";"PV29   ";"2023JJ00";"       9";"      11";"       3";"    3396";"     750";"     512";"       .";"     316";"       .";"       .";"      57";"      42";"     109";"       .";"      64";"       .";"       .";"       .";"       6"
"375";"PV30   ";"1999JJ00";"      49";"      56";"      24";"   27713";"   24790";"    5192";"    1491";"    1462";"     366";"     591";"     851";"     431";"    2354";"     274";"     590";"     104";"     302";"     314";"     770"
"376";"PV30   ";"2000JJ00";"      48";"      58";"      24";"   29514";"   24790";"    5127";"    1401";"    1502";"     308";"     634";"     873";"     409";"    2355";"     313";"     609";"      94";"     351";"     476";"     512"
"377";"PV30   ";"2001JJ00";"      46";"      58";"      24";"   29514";"   24790";"    5426";"    1504";"    1606";"     302";"     625";"     892";"     498";"    2458";"     411";"     749";"      87";"     274";"     332";"     605"
"378";"PV30   ";"2002JJ00";"      46";"      59";"      24";"   30314";"   24790";"    5729";"    1275";"    1898";"     425";"     730";"     900";"     501";"    2444";"     283";"     752";"      97";"     387";"     325";"     601"
"379";"PV30   ";"2003JJ00";"      44";"      58";"       .";"   29902";"       .";"    5945";"    1344";"    2072";"     487";"     726";"     952";"     364";"    2005";"     256";"     743";"     146";"     399";"     346";"     116"
"380";"PV30   ";"2004JJ00";"      45";"      59";"       .";"   30781";"       .";"    5881";"    1398";"    2275";"     362";"     592";"    1002";"     252";"    2000";"     216";"     913";"      89";"     299";"     383";"      99"
"381";"PV30   ";"2005JJ00";"      44";"      64";"      18";"   33255";"   17165";"    5858";"    1155";"    2360";"     285";"     647";"    1089";"     322";"    2286";"     193";"    1079";"      62";"     532";"     345";"      75"
"382";"PV30   ";"2006JJ00";"      45";"      65";"      18";"   34571";"   47085";"    6690";"    1360";"    2595";"     329";"     830";"    1172";"     404";"    2622";"     220";"    1164";"      96";"     692";"     365";"      85"
"383";"PV30   ";"2007JJ00";"      46";"      69";"      20";"   35370";"   57890";"    7265";"    1549";"    2353";"     356";"    1027";"    1443";"     537";"    2805";"     250";"    1364";"      88";"     502";"     475";"     125"
"384";"PV30   ";"2008JJ00";"      47";"      69";"      19";"   35212";"   51135";"    7239";"    1917";"    2340";"     394";"     877";"    1183";"     528";"    2730";"     247";"     980";"      90";"     460";"     390";"     563"
"385";"PV30   ";"2009JJ00";"      49";"      71";"      26";"   35325";"   52960";"    8203";"    1970";"    3082";"     331";"     838";"    1400";"     581";"    2790";"     284";"    1115";"      67";"     427";"     411";"     486"
"386";"PV30   ";"2010JJ00";"      47";"      67";"      21";"   33978";"   50885";"    7533";"    1818";"    2406";"     361";"     813";"    1208";"     926";"    3007";"     304";"    1136";"     106";"     452";"     385";"     626"
"387";"PV30   ";"2011JJ00";"      49";"      70";"      23";"   32242";"   52558";"    7292";"    1768";"    2545";"     351";"     724";"    1346";"     557";"    2687";"     271";"    1078";"      75";"     347";"     360";"     557"
"388";"PV30   ";"2012JJ00";"      46";"      69";"      17";"   31435";"   44070";"    6279";"    1674";"    2162";"     300";"     636";"    1138";"     369";"    2412";"     280";"    1016";"      74";"     266";"     337";"     440"
"389";"PV30   ";"2013JJ00";"      43";"      63";"      19";"   30253";"   53595";"    6084";"    1293";"    2313";"     318";"     585";"    1100";"     475";"    2143";"     209";"     836";"      85";"     234";"     349";"     429"
"390";"PV30   ";"2014JJ00";"      42";"      65";"      15";"   31181";"   43695";"    6107";"    1414";"    2150";"     331";"     506";"    1074";"     632";"    2176";"     274";"     838";"      85";"     208";"     325";"     448"
"391";"PV30   ";"2015JJ00";"      42";"      65";"      15";"   32945";"   43695";"    5894";"    1194";"    2119";"     260";"     595";"    1004";"     722";"    2159";"     217";"     828";"      70";"     259";"     327";"     459"
"392";"PV30   ";"2016JJ00";"      44";"      73";"      14";"   34376";"   46545";"    5944";"    1028";"    2610";"     253";"     535";"    1077";"     440";"    1966";"     184";"     976";"      63";"     242";"     295";"     207"
"393";"PV30   ";"2017JJ00";"      42";"      70";"      16";"   32212";"   46020";"    6089";"    1058";"    2419";"     263";"     689";"    1064";"     596";"    2080";"     187";"    1029";"      67";"     291";"     334";"     173"
"394";"PV30   ";"2018JJ00";"      46";"      78";"      10";"   33385";"   46466";"    6601";"    1024";"    2703";"     291";"     733";"    1036";"     813";"    2211";"     191";"    1087";"      67";"     319";"     344";"     202"
"395";"PV30   ";"2019JJ00";"      47";"      75";"      10";"   33514";"   46396";"    6578";"    1143";"    2582";"     262";"     762";"    1146";"     684";"    2093";"     187";"     948";"      69";"     345";"     374";"     170"
"396";"PV30   ";"2020JJ00";"      43";"      72";"       9";"   33742";"       .";"    3262";"     711";"    1127";"     188";"     368";"     651";"     217";"     590";"      74";"     225";"      31";"      98";"     140";"      22"
"397";"PV30   ";"2021JJ00";"      42";"      76";"      10";"   34033";"    4303";"    3043";"     527";"    1112";"     122";"     204";"     503";"     575";"     414";"      47";"     188";"      10";"      42";"      94";"      33"
"398";"PV30   ";"2022JJ00";"      42";"      72";"       .";"   32883";"       .";"    5563";"     781";"    2730";"     205";"     498";"     953";"     396";"    1595";"     112";"     940";"      40";"     142";"     305";"      56"
"399";"PV30   ";"2023JJ00";"      40";"      71";"       .";"   30616";"       .";"    7137";"     983";"    3039";"     249";"     740";"    1092";"    1034";"    2283";"     151";"    1222";"      61";"     309";"     354";"     186"
"400";"PV31   ";"1999JJ00";"      22";"      25";"       8";"   10101";"   23675";"    2199";"     616";"     584";"     176";"     240";"     266";"     317";"     647";"      86";"     216";"      66";"     112";"     106";"      60"
"401";"PV31   ";"2000JJ00";"      22";"      25";"       8";"   10101";"   23675";"    2466";"     833";"     568";"     127";"     229";"     345";"     364";"     693";"      96";"     228";"      47";"     107";"     116";"      99"
"402";"PV31   ";"2001JJ00";"      21";"      25";"       8";"   10101";"   23675";"    2158";"     724";"     535";"     142";"     253";"     291";"     213";"     696";"      96";"     229";"      76";"     126";"     105";"      64"
"403";"PV31   ";"2002JJ00";"      21";"      25";"       8";"   10101";"   23675";"    2449";"    1015";"     488";"     158";"     274";"     276";"     237";"     724";"     116";"     215";"      67";"     139";"      96";"      92"
"404";"PV31   ";"2003JJ00";"      19";"      25";"       .";"   10887";"       .";"    1918";"     615";"     384";"     135";"     262";"     275";"     247";"     649";"     120";"     155";"      46";"     145";"     109";"      75"
"405";"PV31   ";"2004JJ00";"      18";"      24";"       .";"    9767";"       .";"    1896";"     625";"     391";"     100";"     254";"     289";"     236";"     543";"      79";"     144";"      30";"     128";"     101";"      60"
"406";"PV31   ";"2005JJ00";"      17";"      24";"       6";"   12458";"   24155";"    2393";"     716";"     772";"     111";"     294";"     338";"     162";"    1430";"     145";"     555";"      59";"     447";"     165";"      59"
"407";"PV31   ";"2006JJ00";"      17";"      24";"       5";"   12610";"   23390";"    2571";"     615";"     778";"     157";"     294";"     363";"     365";"     653";"      92";"     224";"      45";"     136";"     100";"      56"
"408";"PV31   ";"2007JJ00";"      17";"      29";"       6";"   14556";"   20800";"    2372";"     632";"     816";"     139";"     284";"     288";"     213";"     664";"     101";"     232";"      36";"     147";"      95";"      53"
"409";"PV31   ";"2008JJ00";"      18";"      28";"       6";"   15674";"   23389";"    2515";"     733";"     913";"     133";"     352";"     268";"     116";"     754";"      95";"     278";"      49";"     198";"     101";"      32"
"410";"PV31   ";"2009JJ00";"      18";"      30";"       6";"   15684";"   24080";"    2746";"     812";"     954";"     133";"     350";"     300";"     198";"     768";"     112";"     263";"      39";"     187";"     107";"      60"
"411";"PV31   ";"2010JJ00";"      18";"      28";"       6";"   15521";"   24080";"    2588";"     871";"     814";"     117";"     306";"     256";"     224";"     650";"     104";"     197";"      33";"     153";"      84";"      78"
"412";"PV31   ";"2011JJ00";"      17";"      27";"       2";"   11620";"      20";"    3318";"    1176";"     864";"     171";"     385";"     371";"     352";"     796";"     128";"     252";"      39";"     172";"     113";"      92"
"413";"PV31   ";"2012JJ00";"      18";"      28";"       6";"   13080";"    5800";"    3292";"    1333";"     855";"     158";"     295";"     318";"     334";"     665";"     126";"     233";"      35";"     126";"      84";"      60"
"414";"PV31   ";"2013JJ00";"      17";"      28";"       4";"   13870";"    5800";"    2533";"     652";"     766";"     170";"     320";"     386";"     239";"     662";"     106";"     246";"      34";"     130";"     110";"      35"
"415";"PV31   ";"2014JJ00";"      17";"      27";"       2";"   14257";"    5785";"    2254";"     473";"     865";"     145";"     205";"     363";"     203";"     635";"      72";"     278";"      35";"      72";"     110";"      68"
"416";"PV31   ";"2015JJ00";"      17";"      28";"       1";"   13992";"     785";"    2688";"     606";"    1056";"     139";"     291";"     403";"     192";"     759";"     107";"     322";"      35";"     126";"     130";"      40"
"417";"PV31   ";"2016JJ00";"      17";"      29";"       1";"   13254";"       .";"    2485";"     492";"    1059";"     118";"     311";"     346";"     160";"     690";"      85";"     298";"      32";"     129";"     103";"      43"
"418";"PV31   ";"2017JJ00";"      16";"      28";"       1";"   12884";"       .";"    2668";"     477";"    1029";"     163";"     323";"     410";"     266";"     688";"      86";"     266";"      40";"     127";"     124";"      44"
"419";"PV31   ";"2018JJ00";"      16";"      30";"       3";"   12231";"    1185";"    2661";"     491";"    1094";"     165";"     317";"     377";"     216";"     693";"      77";"     310";"      36";"     124";"     114";"      33"
"420";"PV31   ";"2019JJ00";"      16";"      31";"       3";"   13219";"    1185";"    2453";"     529";"     885";"     156";"     330";"     402";"     151";"     675";"      82";"     273";"      37";"     117";"     136";"      31"
"421";"PV31   ";"2020JJ00";"      16";"      31";"       3";"   13219";"    1185";"    1082";"     246";"     375";"      64";"     141";"     169";"      87";"     231";"      37";"      84";"      12";"      44";"      39";"      15"
"422";"PV31   ";"2021JJ00";"      17";"      28";"       3";"   13210";"       .";"     975";"     165";"     278";"      73";"     155";"     139";"     165";"     145";"      18";"      50";"       6";"      28";"      26";"      16"
"423";"PV31   ";"2022JJ00";"      18";"      29";"       .";"   12750";"       .";"    3013";"     352";"    1507";"     226";"     408";"     360";"     160";"     723";"      63";"     365";"      35";"     130";"     103";"      27"
"424";"PV31   ";"2023JJ00";"      17";"      30";"       .";"   13748";"       .";"    2657";"     235";"    1469";"      93";"     379";"     235";"     246";"     858";"      54";"     423";"      25";"     217";"      80";"      59"
"425";"G04    ";"1999JJ00";"      85";"     108";"      82";"   43864";"   67050";"   13713";"    4817";"    4114";"    1279";"    1376";"    1173";"     954";"    6065";"     650";"    2918";"     511";"    1211";"     485";"     292"
"426";"G04    ";"2000JJ00";"      85";"     107";"      82";"   43864";"   67050";"   13980";"    5111";"    3902";"    1189";"    1496";"    1076";"    1205";"    6490";"     679";"    3097";"     493";"    1395";"     406";"     422"
"427";"G04    ";"2001JJ00";"      83";"     114";"      82";"   45967";"   67050";"   15144";"    5073";"    4853";"     838";"    1702";"    1129";"    1551";"    7306";"     818";"    3340";"     341";"    1607";"     573";"     630"
"428";"G04    ";"2002JJ00";"      84";"     119";"      82";"   50203";"   67050";"   15712";"    5348";"    5226";"     998";"    1557";"    1351";"    1233";"    7392";"     760";"    3492";"     395";"    1677";"     545";"     523"
"429";"G04    ";"2003JJ00";"      84";"     126";"       .";"   54058";"       .";"   18635";"    6529";"    5373";"    1290";"    1914";"    1664";"    1865";"    7653";"     846";"    3517";"     372";"    2028";"     523";"     364"
"430";"G04    ";"2004JJ00";"      82";"     124";"       .";"   57260";"       .";"   19431";"    6235";"    6262";"    1351";"    1691";"    2068";"    1826";"    7820";"     780";"    3899";"     324";"    1758";"     698";"     361"
"431";"G04    ";"2005JJ00";"      89";"     141";"      57";"   76886";"  185180";"   19625";"    5430";"    6266";"    1488";"    2080";"    2405";"    1957";"    7905";"     869";"    3442";"     345";"    1987";"     756";"     506"
"432";"G04    ";"2006JJ00";"      90";"     140";"      54";"   76140";"  141630";"   18757";"    5432";"    6259";"    1275";"    2201";"    2179";"    1411";"    8493";"     715";"    3937";"     493";"    2267";"     655";"     426"
"433";"G04    ";"2007JJ00";"      91";"     154";"      61";"   77875";"  140655";"   21372";"    6234";"    6766";"    1620";"    2141";"    2424";"    2186";"    8735";"     737";"    4182";"     377";"    2031";"     633";"     775"
"434";"G04    ";"2008JJ00";"      89";"     137";"      29";"   77277";"  154685";"   20647";"    6209";"    7243";"     887";"    2920";"    2068";"    1321";"    9045";"     775";"    4064";"     332";"    2575";"     682";"     617"
"435";"G04    ";"2009JJ00";"      84";"     139";"      28";"   70819";"   69101";"   19729";"    5760";"    7395";"    1589";"    1929";"    1512";"    1544";"    8564";"     946";"    4170";"     279";"    1996";"     593";"     580"
"436";"G04    ";"2010JJ00";"      87";"     142";"      17";"   74719";"   69101";"   19077";"    6471";"    6774";"     857";"    1872";"    1617";"    1487";"    8260";"     968";"    3889";"     323";"    1831";"     586";"     663"
"437";"G04    ";"2011JJ00";"      90";"     146";"      28";"   70006";"   62216";"   20818";"    7494";"    6784";"    1038";"    2027";"    1902";"    1574";"    8282";"     964";"    3725";"     283";"    1890";"     622";"     798"
"438";"G04    ";"2012JJ00";"      86";"     138";"      33";"   87350";"   62946";"   19307";"    6728";"    6731";"     781";"    1533";"    1643";"    1891";"    7374";"     933";"    3956";"     195";"    1285";"     457";"     548"
"439";"G04    ";"2013JJ00";"      81";"     137";"      32";"   79495";"   66140";"   17831";"    5255";"    7287";"     840";"    1444";"    1637";"    1367";"    8235";"     763";"    4883";"     308";"    1218";"     499";"     565"
"440";"G04    ";"2014JJ00";"      80";"     135";"      30";"   87451";"   78877";"   19618";"    5298";"    6757";"     935";"    1654";"    1786";"    3189";"    8458";"     951";"    4756";"     365";"    1238";"     427";"     721"
"441";"G04    ";"2015JJ00";"      79";"     137";"      33";"   79478";"   75268";"   19086";"    5723";"    6766";"    1097";"    1440";"    1779";"    2282";"    8952";"     971";"    4967";"     512";"    1257";"     494";"     752"
"442";"G04    ";"2016JJ00";"      81";"     138";"      23";"   88564";"  110742";"   19445";"    5380";"    7319";"    1271";"    1700";"    1924";"    1850";"    9077";"     859";"    4894";"     469";"    1513";"     636";"     705"
"443";"G04    ";"2017JJ00";"      76";"     136";"      23";"   89484";"  120742";"   19685";"    5284";"    7392";"    1305";"    1884";"    1934";"    1888";"    9227";"     844";"    5043";"     381";"    1631";"     638";"     691"
"444";"G04    ";"2018JJ00";"      76";"     141";"      30";"   90200";"  119552";"   19838";"    4888";"    7391";"    1159";"    2036";"    2334";"    2029";"    9109";"     711";"    5202";"     348";"    1701";"     675";"     473"
"445";"G04    ";"2019JJ00";"      75";"     157";"      32";"   87506";"  120327";"   19738";"    4753";"    7300";"    1204";"    2155";"    2135";"    2190";"    9682";"     664";"    5269";"     367";"    2057";"     750";"     575"
"446";"G04    ";"2020JJ00";"      74";"     142";"      28";"   86991";"  108300";"    8897";"    2838";"    2314";"     667";"     875";"    1199";"    1005";"    2070";"     276";"    1121";"     122";"     182";"     258";"     111"
"447";"G04    ";"2021JJ00";"      78";"     148";"      32";"   95292";"   59892";"    9112";"    1884";"    2183";"     873";"     957";"    1151";"    2064";"    1962";"     216";"     809";"     115";"     411";"     189";"     223"
"448";"G04    ";"2022JJ00";"      81";"     146";"      36";"   90717";"  123459";"   19567";"    4308";"    6856";"    1598";"    2238";"    2049";"    2518";"    8946";"     503";"    5547";"     439";"    1287";"     527";"     643"
"449";"G04    ";"2023JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"450";"GM0344 ";"1999JJ00";"      10";"      13";"      15";"    5642";"   13600";"    2256";"     479";"    1140";"     123";"     258";"     117";"     139";"     961";"      97";"     559";"      31";"     180";"      61";"      34"
"451";"GM0344 ";"2000JJ00";"      10";"      13";"      15";"    5642";"   13600";"    2207";"     479";"     826";"      47";"     446";"      83";"     326";"    1045";"      93";"     407";"      21";"     359";"      44";"     121"
"452";"GM0344 ";"2001JJ00";"      11";"      15";"      15";"    5879";"   13600";"    2327";"     498";"    1145";"      55";"     443";"     110";"      76";"    1120";"      85";"     518";"      19";"     431";"      46";"      21"
"453";"GM0344 ";"2002JJ00";"      11";"      15";"      15";"    5879";"   13600";"    2813";"     908";"    1243";"      81";"     429";"      81";"      71";"    1194";"     132";"     541";"      25";"     440";"      37";"      18"
"454";"GM0344 ";"2003JJ00";"      10";"      14";"       .";"    6962";"       .";"    2710";"     724";"    1275";"     102";"     373";"     164";"      73";"    1062";"      99";"     526";"      23";"     346";"      53";"      15"
"455";"GM0344 ";"2004JJ00";"      10";"      14";"       .";"    8245";"       .";"    2788";"     820";"    1201";"     127";"     363";"     190";"      88";"    1202";"      82";"     528";"      30";"     462";"      73";"      27"
"456";"GM0344 ";"2005JJ00";"      11";"      15";"       1";"    9231";"       0";"    2872";"     732";"    1128";"     113";"     451";"     196";"     251";"    1328";"     117";"     464";"      25";"     553";"      71";"      97"
"457";"GM0344 ";"2006JJ00";"      11";"      14";"       0";"    8758";"       0";"    2511";"     669";"     878";"     115";"     425";"     206";"     219";"    1035";"     109";"     282";"      28";"     444";"      91";"      81"
"458";"GM0344 ";"2007JJ00";"      11";"      14";"       0";"    8831";"       0";"    2802";"     773";"     886";"     163";"     521";"     253";"     206";"    1095";"     106";"     234";"      30";"     565";"      97";"      62"
"459";"GM0344 ";"2008JJ00";"      11";"      14";"       0";"    7549";"       0";"    2781";"     727";"    1226";"     108";"     453";"     146";"     121";"    1208";"     116";"     439";"      26";"     484";"      76";"      67"
"460";"GM0344 ";"2009JJ00";"      10";"      13";"       0";"    7420";"       0";"    2660";"     641";"    1195";"      73";"     447";"     119";"     185";"    1070";"     111";"     372";"      17";"     466";"      60";"      44"
"461";"GM0344 ";"2010JJ00";"      11";"      14";"       0";"    7584";"       0";"    2649";"     705";"    1080";"     100";"     458";"     132";"     174";"    1132";"     122";"     408";"      32";"     440";"      65";"      66"
"462";"GM0344 ";"2011JJ00";"      11";"      14";"       0";"    6858";"       0";"    2942";"     962";"     962";"     113";"     497";"     147";"     259";"    1282";"     177";"     325";"      20";"     629";"      49";"      83"
"463";"GM0344 ";"2012JJ00";"       9";"      13";"       0";"    6937";"       0";"    2619";"     812";"     937";"      98";"     382";"     142";"     248";"    1021";"     109";"     392";"      22";"     374";"      54";"      71"
"464";"GM0344 ";"2013JJ00";"       9";"      14";"       0";"    7008";"       0";"    2777";"     766";"    1169";"     126";"     389";"     151";"     176";"     961";"      87";"     413";"      25";"     326";"      54";"      56"
"465";"GM0344 ";"2014JJ00";"       9";"      16";"       0";"    9571";"       0";"    2356";"     615";"     896";"     162";"     444";"     170";"      70";"    1048";"      70";"     439";"      42";"     382";"      67";"      48"
"466";"GM0344 ";"2015JJ00";"       9";"      17";"       5";"    6783";"    5118";"    2446";"     472";"    1114";"     231";"     368";"      95";"     166";"    1264";"      56";"     634";"     178";"     334";"      30";"      31"
"467";"GM0344 ";"2016JJ00";"       9";"      17";"       5";"    9875";"       .";"    3019";"     671";"    1436";"     184";"     410";"     212";"     105";"    1297";"      89";"       .";"      64";"       .";"      58";"       ."
"468";"GM0344 ";"2017JJ00";"       8";"      15";"       5";"    9338";"       .";"    3233";"     799";"    1526";"     145";"     446";"     161";"     156";"    1213";"      98";"       .";"       .";"       .";"       .";"      37"
"469";"GM0344 ";"2018JJ00";"       8";"      15";"       5";"    9396";"       .";"    3180";"     678";"    1564";"     202";"     454";"     157";"     124";"    1206";"      94";"       .";"       .";"       .";"      50";"      24"
"470";"GM0344 ";"2019JJ00";"       8";"      15";"       5";"    9396";"       .";"    3238";"     716";"    1615";"     153";"     476";"       .";"     131";"    1242";"      93";"       .";"       .";"       .";"       .";"       ."
"471";"GM0344 ";"2020JJ00";"       8";"      15";"       0";"    9686";"       .";"    1190";"     350";"     379";"      98";"     120";"     164";"      79";"     239";"      34";"       .";"       9";"      19";"      27";"      10"
"472";"GM0344 ";"2021JJ00";"       9";"      16";"       5";"    9908";"       .";"    1253";"     308";"     505";"      64";"     207";"      72";"      96";"     357";"      26";"       .";"       .";"       .";"      12";"      24"
"473";"GM0344 ";"2022JJ00";"       9";"      16";"       .";"    9586";"       .";"    2762";"       .";"    1406";"       .";"     458";"       .";"     169";"    1136";"       .";"     681";"       .";"       .";"      49";"      41"
